,2DDA7Ptm,2OBUTtm,2OXOADPTm,2PGt6,2PHETOHt,2PHETOHtm,3C3HMPtm,3MOPtm,3PGt6,6PGCt6,6PHOPHO,AATA,ABTA,ACACT1r,ACALDt,ACALDtm,ACCOAC,ACN_a_m,ACN_b_m,ACOAHim,ACONTa,ACONTb,ACONTm,ACOTAim,ACS,ACSm,ACtr,ADCS,ADK1,ADK1m,ADSL1r,ADSL2r,ADSS,AGTi,AKGCITtm,AKGDam,AKGDbm,AKGMAL,AKGMALtm,AKGt,ALATA_L,ALATA_Lm,ALAt2r,ALAtmi,ALCD25xi,ALCD25xim,ALCD25yi,ALCD26xi,ALCD26xim,ALCD2irm,ALCD2x,ALDD2x,ALDD2xm,ALDD2y,ALDD2ym,AMPDA,AMPtrm,ANPRT,ANS,ASNN,ASNS1,ASNt2r,ASPCT,ASPGLU2m,ASPTA,ASPTAm,ASPt2r,ATPM,ATPM_g,ATPM_v,ATPS,ATPS3m,ATPtm,ATPtrm,CA2t3ec,CBPS,CBPt,CHORM,CHORS,CITt,CITtam,CITtbm,CITtcm,CMPt6,CO2t,CO2tgm,CO2tm,COAtrm,CSm,CTPS1,CTPS2,CTPtrm,CU2TRA,CYSt2r,CaCatA,DDPA,DDPAm,DHFS,DHPTtm,DHQS,DHQTi,D_LACDcm,D_LACDm,D_LACt2,D_LACt2m,D_LACtm,E4Ptm,ENO,ETOHt,ETOHtm,FBA,FBA3,FBP,FERCOXOXI,FRD2m,FRDPtm,FUM,FUMm,FUMtr,G1Pt,G6PDA,G6PDH2r,G6Pt,GAM6Pt,GAPD,GCALDt,GCC2cm,GF6PTA,GK1,GLCt1,GLNS,GLNt2r,GLUDC,GLUDxi,GLUDy,GLUN,GLUPRT,GLUSx,GLUt2r,GLUt7m,GLXt,GLYOX,GLYOX3,GLYt2r,GLYtm,GMPS2,GND,GNK,GSNK,GUAPRT,HCO3E,HEMEOSm,HEX1,HISTP,HOMSYN2,HSTPT,Ht,Htce,Htg,Htgm,Htm,Htr,Htrm,Htv,ICDHxm,ICDHym,ICDHyr,ICL,ID3ACALDt,ID3ACALDtm,IG3PS,IGPDH,IGPS,ILETA,ILETAm,ILEtmi,IMPD,IND3ETHt,IND3ETHtm,INDPYRD,IPPS,IPPSm,KpAroY,Kt2r,LALDO3,LCADi,LEUTA,LGTHL,LMPD_s_0450_c_1_256,L_LACD2cm,MALS,MALt,MALtm,MDH,MDHm,ME1m,ME2m,MGSA,MGt2ec,MNt2,NADH2_u6cm,NADH2_u6m,NADHtrm,NADK,NADKIN,NADPHtru,NADPtru,NADS2,NADtrm,NAt3_1,NDP1,NDP3,NDPK1,NH4t,NTD9,NTP3,O2t,O2ter,O2tm,O2trm,OAADC,OAAt,OAAt2m,ORNTA,ORNt3m,PACALDt,PACALDtm,PC,PDHm,PEPt6,PFK,PFK_3,PGCD,PGI,PGK,PGL,PGM,PGMT,PHETA1,PHETRA,PHEt2r,PIt2m,PIt2r,PItrm,PPA,PPAm,PPCK,PPItm,PPItrm,PPM,PPND2,PPNDH,PPYRDC,PRAIi,PRASCSi,PRFGS,PRPPS,PSCVT,PSERT,PSER_Lt6,PSP_L,PUNP3,PYK,PYNP2r,PYRDC,PYRTRAINPROSYM,PYRt2,PYRt2m,PaAroZ,RBK,RPE,RPI,SBP,SERD_L,SER__Ltrm,SERt2r,SHK3Dr,SHKK,SSALy,SUCCt,SUCCtm,SUCD2_u6m,SUCFUMtm,SUCOAACTm,SUCOASm,TALA,THZPSN2_SC,TKT1,TKT2,TPI,TRPS1,TRPTA,TRPt2r,TYRTA,TYRTRA,TYRt2r,UBICRED,URIH,VALTA,VALTAim,VALt5m,araphe3,ccm2tp,pca2tp,r2073_1,r_4235
"2,46",11025.02677,6877026.378,175082774.3,1192.073676,1671.296727,280728.3379,842.5028493,1119.453984,2295.119358,10732.69458,59251403.47,270629.799,2690691.268,26214.03416,3721.227321,262511.1869,944556059.8,34477536,113889.6017,2960.260988,24230.23546,21720.01413,2087356.543,983429.1238,2597299566,34501669488,67967.27117,37.32745171,3866143188,136893528.9,513556.6076,10945.55842,260170070.3,63090.47223,7537.461962,5578891.775,1408188.488,123897.6414,5471321921,771.604865,74497.44695,58631.27466,2692.016918,360564.2782,962.5990527,3594.969836,184.8478522,416272.8542,711.2640425,4883468.503,5781135.366,16436.63821,30371.4474,190836.4629,759.0002394,933236.0815,78432.79948,40040.63846,9190.708129,2145.301395,9625277.566,2181.485896,41426839.97,219054709.6,215229.9905,1075830.972,82618.47365,148960738,77082255.63,78644924.15,3047151864,8.22611E+13,6353743500,46.57699178,32692.81998,4010674506,6300.193681,61959.22089,163785198,105.0931639,55807.60084,11729.6443,161291.243,4175.925692,86978192.23,14705.41628,859441.8755,6350.276156,16943061.97,715943427.3,1050069.458,1391196.678,921661.7038,2596.934325,93913668.5,9857391.753,3697906571,68014.33063,0.216341361,82440602.74,21606.44165,13207444855,1.46514E+11,839.7781878,3135523.593,858577.9554,99541997.36,1578436.42,54653.8254,158881.7438,815176.5683,9282.64039,98838021.02,4695009.139,9.14E-07,19.95451541,20639166.61,723843.325,1180.613379,5276.51967,39534.11965,1840199.302,1388.203835,2167.861207,686295075.2,1.813485109,6674948.57,60660464.68,39873877.94,309552210.6,25573850690,115.3218565,29606.1048,337108.3313,943780.5332,31749.00637,32509.4528,376612.5482,934.6621908,714042.2249,29163.81502,359147.5271,5.18E-06,71705.12504,0.362203016,741396416.4,1718801.018,37216552,20212093.94,775631274.2,4754946.196,30.57655959,267922498.6,27023990.27,40756.53391,91441.00273,114184.5136,744.2172454,39071.8926,602897.4881,24996.30662,45486.45252,2023.269281,46867.64123,2125685.678,37281791.12,16263.21264,95226.03879,1082347.718,1451.447512,12704.15506,4909.067152,48301.83512,0.001159046,0.006698289,3797.541446,40353.82422,803725.8388,84750.7003,34479.94942,43910.84667,239959.879,49265812.24,80085.4122,120316.1336,903954.5508,0.002405192,37769.54124,2.78E+28,817049151.1,3642.298312,23933.33766,14059779.25,397793.2184,964728.5192,4680520.381,1375567.601,162637619.1,21276.17954,72664.58217,769982.0179,866959.3872,985673311.2,91735.1113,85374.79249,3375628.115,1649.311591,321902.1343,7512.663304,0.681925972,50818016.8,30869832.76,1692694773,258506278.2,24979269.26,46486365.6,1275455.777,2371.49508,3091234.315,2066671.277,220710.1883,16961.93382,22907.4802,1216196.347,65046.80762,790252.6317,1801.118236,4713212800,390721597.5,820.0121349,491080325.2,311876216.5,1145982.727,1123907.308,9836697972,193228.8378,742197.2601,36611.38329,160841.7021,2077.274832,506.3848728,5732544552,4971217596,2.015617362,39224788.75,24402274.33,832987868.4,16894233.19,6602.808585,121020.7829,776339.088,370916.0679,61083.38404,97490.31487,27172778.65,599301519.9,1063666894,46738757.01,8019009.195,1509.564824,225245013.6,435487891.3,906501223.3,2398.231828,65139.54298,99875.94904,3992.639704,179753293.4,23675917.69,1450192204,84501.04373,173954114.6,1.80606E+11,546481.5958,3927829.887,4694.759232,51681.9523,16426892.68,13738772463,11130.39925,64180845.92,1631168.579,7444357587,825264.6953,1.38396E+12,383836.6893,1705775.971,10586247.62,4234661.658,8085813.708,27368.5244,20220.38867,788.9803904,7610.903655,3064011.287,235157.2071,3010494753,51202.98726,7119.291753,0.00030961,44286.9971,5017.681126,28034456.23,34443039.45,26987.33856,477351879.9
"3,46",11154.2535,6841336.447,174174170.7,1124.027302,1583.104372,297901.6145,848.4666558,1072.291176,2183.530236,10855.90898,59043613.41,232550.2084,2844837.337,23912.35901,4056.005128,290668.0434,939654170.1,34930314.57,116396.7501,13763.60336,28210.1853,22474.57851,1900935.415,952545.863,2586262450,54267557457,69782.32088,37.14357239,3847215749,215319361.5,519193.6458,10322.85867,271367455.8,56833.12885,7479.372644,5656368.874,1433295.974,101065.0234,5908567418,637.1749719,98782.42423,67590.68924,2640.780536,464457.5905,959.5923357,3571.925033,74.61997433,350214.5253,715.1790788,5750468.613,6214229.291,15836.21543,30259.99318,191421.917,755.2226003,974927.2678,78025.85705,38995.37045,8692.013877,1075.226098,7185825.123,1973.135975,41211848.14,260767382.1,230388.054,1106793.624,84456.50128,148352484.5,76670057.91,83471873.09,2563499492,8.24078E+13,6334135573,41.43262124,32551.6999,3658033194,5372.501003,59907.19748,157342182.8,103.5436377,48518.86935,10814.63947,126030.4165,3876.279762,96921158.66,14616.62856,947091.7402,5000.157807,16927581.97,712498281.2,1039393.192,550484.148,917293.6388,2635.205128,93566972.7,8346133.912,3665716816,67679.28467,0.219702567,81151705.14,21242.12144,13810401113,1.37153E+11,996.6502822,1073194.937,742122.6658,98675498.31,1177671.646,54587.26596,174990.1879,813140.503,9234.047533,103927295.1,4703424.025,4.01E-07,19.89215755,15575839.93,719985.3542,1182.156336,2767.360329,55463.96593,2135419.712,1262.705069,2220.196039,688900269.5,1.821401203,6181889.653,81088772.16,39667913.52,309552210.6,26744832160,167.0955419,29920.18239,353700.2025,953561.1543,31572.78543,32340.74211,401477.3351,899.7208733,785451.2167,32240.22295,366372.0278,1.77E-06,91433.14023,0.36218024,737548960.4,1714869.477,37086036.45,19998927.48,783449872,4005865.682,30.48100784,280475151.7,26883750.17,40434.43975,90550.86647,112200.7851,700.3634134,39279.96555,599768.4353,28854.92052,45675.01138,1997.631861,50274.38207,2131127.523,35493011.48,15062.12833,97760.64179,850525.9431,1557.666745,12638.22727,4880.306229,47040.92232,0.00108099,0.00646522,3765.374781,40602.4114,829043.234,85714.93332,31650.79892,45682.74806,236533.4543,49083940.41,79670.10859,126561.4123,950893.4544,0.003078809,38536.07771,2.77E+28,859459919.1,3607.782356,24955.86701,14000470.75,358025.3535,948039.9932,5235785.564,1430768.794,165030282.3,21169.26407,72249.35599,787318.3801,785210.2067,980558051.7,88706.12178,85579.28302,3358109.904,1736.299687,320231.7086,7235.249503,0.637603606,50719293.58,30710381.54,1745209255,257447577.1,26431132.99,44916482.63,1320501.337,2413.991699,3178399.819,2055946.061,206896.4619,19494.5608,24475.99493,1181336.298,61427.87528,829572.8765,1847.123137,4585519051,390238685.7,1036.268739,495782136.5,264313632.1,1221015.851,1122547.638,9874038338,190144.7455,756450.3533,34374.46822,207867.3636,2066.685327,355.3613912,5703052602,4858766957,1.724669568,39399214.01,39321269.9,394414703.8,28913844.4,5695.880873,54054.48152,771812.2396,354243.602,60082.33655,92028.36876,27031761.43,582809819.8,1103972351,44900138.34,7605294.881,1432.454509,228976153.4,471931630,899362767.5,4874.942938,65000.51051,90588.72195,12263.13515,181965115.3,23588515.26,2430566402,92938.30952,154110546.7,1.38116E+11,544477.2571,3907447.995,5298.925677,49491.80322,15780688.25,13560766811,11630.29107,63828242.26,1624977.818,7694029894,837516.7415,1.37643E+12,411738.5293,1696891.721,10765083.48,4393846.18,18462566.6,26650.61218,18254.40521,792.1166073,7610.420593,2835290.042,229165.9029,3015851172,85551.54363,7197.419638,0.000354469,48110.2235,4951.924385,27930963.01,34315892.14,26762.44407,433587098.7
"4,46",10601.2979,6849960.689,174393711.2,143.2825517,2231.981984,300353.6598,845.8988691,1068.251808,2159.882678,14870.11881,43066686.3,239081.8876,2262562.5,23888.80513,5405.749812,320053.3818,940838630.1,37489811,127513.692,13564.95762,28631.87866,23730.56728,1556619.977,908158.922,2621559712,47791199149,85225.24071,37.14357241,3937256303,189622879.1,532450.2722,9887.236573,262851365.4,59175.4278,7467.899428,6029520.536,1508511.879,113713.0669,5361949568,635.6216475,101024.8442,51898.28641,2011.280036,365222.5706,869.7324333,3613.575332,761.649425,442168.5567,405.4899898,5952385.379,6838994.101,15108.89375,31239.73744,197116.2801,758.8699061,943304.4417,78124.10059,39441.34813,8916.667585,3103.005151,11678746.7,2312.223026,41263802,240305495.4,207876.1907,1315582.947,101091.8728,149452310.6,114883589.9,92258554.8,3691850172,8.29701E+13,6403410961,18.05460882,32551.6999,4388468792,7158.920851,60569.00132,159754846.3,108.7341858,48543.59459,13354.47409,110710.8808,3732.379707,48050692.68,13768.83467,1148691.262,6031.43616,17145810.52,713926447,1030458.844,468753.8727,917293.6388,2755.516555,93591128.85,8950491.697,3674138607,67679.28467,0.208327626,81572665.51,21392.84814,16135827353,1.37534E+11,993.1424351,378416.7128,1098096.924,98902200.07,2463655.787,82770.47771,194513.8095,752747.1775,8410.539787,104544086.5,4738994.294,9.97E-07,19.89215755,15537507.75,759063.6697,1113.554932,3500.452399,50559.21617,1897689.041,813.8014587,2219.793755,685474711.3,1.920509828,6458701.196,74719721.15,40039001.63,309552210.6,24183693686,170.4356805,24218.81212,161518.9062,912775.8055,31891.17734,32381.49996,279335.4592,939.6924848,772268.2,29055.06615,370647.2184,3.36E-06,112690.1932,0.352592764,738478637.7,1883675.558,27050727.51,20383685.56,858491484.7,9341854.315,30.48100784,300826442.3,26917635.99,40749.67752,90554.70061,112417.7062,690.2782252,62185.00144,600524.6547,42191.18972,48417.13863,1980.726923,58655.18011,2168454.587,35129272.13,14961.4218,102686.039,1356760.569,825.2795069,12654.15722,4882.112403,47578.96441,0.001599315,0.009855923,4339.788092,39926.72096,559671.0863,47481.9178,32889.45481,50452.30793,231785.2736,49096612.4,79770.66303,128220.3991,963271.2142,0.003930013,38931.30372,2.77E+28,870725854,4376.710337,26452.94737,11647927.49,131136.4938,976802.4641,6411568.499,1599407.638,175134867.3,21169.26407,72332.40122,796415.4513,846896.7057,981794094.8,86109.84504,86294.99984,3362341.936,1652.798345,320635.6569,7146.19851,0.093092843,50898368.44,30998521.43,1740616715,257786630.7,27894079.76,60758384,1310520.167,2389.96946,3163696.71,2058537.685,207274.5453,29555.5975,32520.31464,1273783.493,60438.50535,671120.2789,1841.654451,5041144267,394354538.3,1033.527248,496029919.4,240743633.6,1124308.863,1132887.317,9824939659,155255.9403,778043.2726,35850.66608,334600.5359,3097.945441,191.2299657,5697229171,4765689173,0.903684962,37525132.61,62623035.32,1257654692,95251191.51,7344.612537,79398.37533,806953.9819,352643.8676,66441.69475,91887.31433,27065837.27,328660553.4,1149565128,45588630.91,6917981.54,813.691816,222170971.8,503844911.6,928249280.3,763.4897622,67684.20179,87085.06761,16381.64893,175938485.4,23594604.65,2084085548,78975.34526,116270193,1.13389E+11,488825.2981,3912371.932,6159.448503,50041.32674,16022667.16,11156710348,8046.440093,66947541.54,1602648.754,6563461745,1050927.852,1.43675E+12,381428.1756,1701333.846,9045216.284,4193276.587,1117710.283,26949.16522,18810.27536,840.9365001,8164.919483,3908417.321,392639.4946,3035294548,72003.52085,8382.131755,0.000674794,41822.87663,5465.215711,27938173.93,34324748.52,26874.89132,362632394.4
"4,66",3163.606234,2566225.414,27192140.3,641.0681992,367.1853694,655536.6195,1735.938486,3757.332259,1778.239535,1064.103053,287326385.2,62604.08635,2148443.09,5767153.62,6110.657724,297400.6057,6662222190,297862356.7,558795.986,11616.96898,4450.250764,6753.960016,455750.4035,205684.3625,6.8803E+11,59091325.7,63368.93908,10.9633119,156587699.7,23126470.98,528506.8178,4914.989572,422368258.5,84652.62028,76079.43187,3960305.648,1917334.401,48387.57257,1439000.054,1289.318498,299179.1017,1298.99834,1380.393863,323582.2421,4271.575147,5067.089663,5514109.884,228519.4858,2242.976632,21124375.11,55147596.08,970916.502,63915.44297,151842.0187,7235.822792,1661534.686,394870.9697,51988.36316,23324.16306,1787487.474,9514262956,4270.21136,111658542.3,12204104.51,4703337.152,454066.2773,5333.645209,17074906.42,330281162.9,10051682910,11896360.11,5.44026E+13,25187039888,21.619003,31390.52987,664807950.4,150079.4157,21034.18648,11765049.7,108.5288891,420799.7274,17158.01461,202332.703,832.3307972,225131577.9,362901970.7,7530952.209,6754.69627,798563921.4,1850821.249,316215327.8,9928865.956,7857.807443,25248.09867,892319710.8,10723231.54,3759721791,52229.78532,0.763473551,21697953.8,116437.2782,1.32537E+11,8826703.688,22550.87204,93505.42362,85662.50072,34026634.77,311698975.4,199832.2748,1758060.965,1742821.865,17411.69461,17795542,18227261.51,6.41E-07,5264.385159,374328.5091,159122.0254,395.5630525,157.2286078,252087.9581,1700981.283,1997.544244,56791.58382,8389751565,22.40898963,6361029.764,72898.1916,172908198.2,3611937813,49719373731,497.8073351,337721.2746,726940.4039,304337.141,10882.86736,3064.171144,96714.65112,1972.228486,168672.819,3212.870225,22826.06331,1.59E-06,3838.095485,0.262487707,164282676.2,6646562.833,192552699.7,1776453434,23127336.68,6879543.07,138.5803789,783711353.6,54647113.73,9314.136715,1462597.511,108594.8674,281.450128,236360.2401,1208466.549,542355.8235,10310.25829,752.6350746,381370.2099,2860757.262,120906.3863,9592.327295,160995.9132,1635696.025,3121.589017,21157.64435,1853.335582,246605.0472,0.001054055,0.086893826,1422.114861,138919.3075,5611798.956,30537.81476,3284.31342,4565.881851,1013925.266,14419680.78,308089.5572,10982.56023,848447.8323,4.81E-05,66177.48098,1.46E+25,113674853.8,4869.891605,1894.05481,4615237.869,20713.17821,1465177.118,417163.8619,8570.674813,188755900.1,143355.6363,127566.3838,1107133.39,516169.7669,4153695.267,39077.17286,3445206.341,3476593.273,8432.114646,13066935.63,6726.85416,0.03372571,1326267691,481553742.5,32935352965,200658285.6,2554579178,19759456.69,1112235.652,2698.295995,1311748.076,2421989.677,138157.0816,4023.031981,483353.2313,575172.6506,46823.22476,2452657.478,954.6891495,2.30624E+11,4243140.782,1168.480532,183296543.6,191521477,1663247.709,552757.6094,25182228789,197066.9449,674779.5585,1723083.812,110363.9752,948.7830261,3356.906771,4490606238,6972762711,2.66827883,50832650.12,587275452.6,68571167.39,15968470.41,87352.29235,18961.54536,183908.3254,223776.65,49178.3552,12571.79661,30675282.05,1583508078,6848840582,362356957,19918013.63,922.7535264,80784223.86,191444087.4,350490349.8,936.1037082,2591752.675,173980.5804,4755.696766,2578728.483,27109401.88,21361841.35,81523.04668,766614.836,16293921.58,1048574.818,7840535.602,4982.716881,228548.9725,90416224.26,74561.15852,1815.091373,7923546.396,713395.7033,1713909.568,123414.3646,3668723679,203904.1069,3753.868296,171001.7126,819706.1672,6778157.544,27360.61135,115738.8889,248.3878151,101789.8097,17191.81169,2194.352533,1.57742E+11,36235.57498,34082.06695,0.001815333,4055.609062,5721.109171,55034181.32,53978761,56165.91174,685109864.3
"4,68",5930.256256,3823874.204,133122962.7,4766.758256,13826.45902,92761.02258,8504.116859,451.2068601,4216.683753,1462.403045,305186341.2,31670.01397,26462712.04,78299.13829,2492.71293,110072.9444,5.08284E+14,39971530,586740.0506,7198.778891,7811.49786,238880.8048,5052946.406,70987.28367,173448855.5,2303594241,57608.68558,336.0527726,1672679934,83350234803,249916.9333,234156.6583,4332835154,150162.7993,7973773.549,45878961.27,6150153.244,6716.398123,5385679.213,792.6717222,22903.09249,10770.96974,2558.971427,591805.4217,3889.545703,6462.771176,3658.791379,180159.5389,6010.587346,161647003.1,361469.9446,23360.97652,132166.8634,230694.9612,29473.31512,96416.69288,181568.2552,114192.5362,16170.67548,6727.488974,801244482.6,754.2075084,103224822.3,813022.4786,375926.1874,601760.3911,166084.0234,281900749.6,18816885.77,47276991.49,84713080.27,1.3827E+13,6273144494,19.32831859,22107.25304,32180.93506,1820.446961,96842.00098,67292322.13,73.39544795,742855.7787,29777.09195,1719580.218,606.6152195,31447333.5,107337.4584,941708.355,99851.272,365948.2634,167386361.3,1360251.625,250469.135,7861.604864,8751.318019,60858774.56,5390242.767,74813656.42,6203.491776,0.246764906,726249699.9,80458.28819,550992653.3,73088974858,796.0778593,77097.29702,72946.08744,21009331.58,3719808.525,48480.29742,131383.6201,2000929.198,99308.54648,113844700.1,6158010.156,1.29E-07,11.68217424,887411.4681,97213.50059,15166.24244,246.2059093,14151.0333,3012975.644,13602.2939,5388.80146,9.38413E+11,9.598936139,4534467386,1833122.247,18868104.34,5.51503E+11,9.46371E+12,7594.031488,2221731.547,453328.791,74605586.06,47193.15734,107692.0473,115726.6724,1528.535659,410052.4168,3971.078822,2022650.946,1.30E-05,3666.541103,0.302386799,1871596.752,9902536.861,1595549343,984263536.1,591918.4035,12048287.5,29.76870883,8526370235,5191556.522,16661.46811,734594.3635,525560.936,414.5666337,3301456.206,5108146.564,1386707.979,141798.3873,1008.785825,70702.676,340748.5296,34760.34637,63997.26447,16220040.08,2099116.575,2180.383901,7906.78451,3765.158568,84174.57213,0.009327141,0.213728235,6607.775337,37902556.4,4728493.257,223.7895554,22850.83246,44632.69829,52703.11913,618300958.6,27122167.97,55227.89618,332740.7947,4.54E-05,209409.1082,1.42E+32,4482199.402,20626.71259,12186.70881,11293884.95,450160581.9,592062.4375,2102494.438,205649.0591,169994472.6,34840.70004,85135.94168,1620978.774,583946.7244,3411527.877,149823191.5,186934.0897,2682676.432,294.6698065,72342295.45,3182.618281,0.048481503,667341693.8,36536459.56,7869438304,671120808.3,101315063.7,6124348.88,2313747.575,14718.26669,10354060.94,2673941.26,1358944.43,19854.53382,45589.18936,30717.91831,513398.0068,416470.7703,617.4928415,28680188878,7561368.657,1196.348842,1995667579,19068027445,15912130.55,638767.5581,1287828526,142750.435,3358652.261,11008797.2,4639058.361,1629.77044,812.9039179,53931729997,1579865367,0.56071372,36734525.65,32069818.66,44487742.98,29711635.78,89174.41538,17189.87613,8424.25088,22323.13238,16958.03148,90811.20673,44747137.4,3071371.589,930561732.2,19416683.77,308334256.2,2616.773036,77382311.14,46044390.79,962296313.3,7983.809282,84459.73094,6062625.695,14701.32815,1088517.539,44525599.8,87819833.29,366453.7078,739557.5637,8171652.382,264019.4628,2001478.462,11922.10693,632325.5581,156456575.7,392563.4537,2202.006221,7042127.155,3500842.654,1070852.315,234337.5717,2224258642,105475.3497,1436.311142,28653518.08,108479.5786,866113.0548,13401141.92,2293007.226,1725.345783,3411.912571,1988.642647,89.39052251,10177218317,36426.6126,4920.131818,0.000647352,29729.41422,6978.167191,79342548.67,3248827.322,16638.22016,138355866.7
"5,46",10673.67598,6840050.376,174141401.7,144.1970694,2200.114141,280965.0061,845.5728696,1055.435223,2184.971881,15188.00636,43000148.89,222341.6789,2249836.497,23863.83126,5708.715256,353502.6188,939477443.8,38775451.26,129764.8953,4617.024075,30466.27729,24046.34216,1498032.007,883299.9909,2618415865,36339311100,85304.04993,37.14357233,3941997856,144184806.4,563459.6566,9832.914433,262750346.7,54644.42947,7755.774348,6043738.452,1514248.244,120356.476,5739442002,643.808541,99924.40606,65546.53834,2016.722407,311652.4233,861.0770939,3378.100416,662.5111779,219866.4481,401.6296871,5408678.771,6986192.523,15139.92023,30692.27341,196014.6358,757.4934643,942975.3405,78010.95755,39006.32529,8700.228277,3022.920017,13213701.32,6609.729259,41204095.95,259189700.2,249241.1473,1458502.483,100289.6366,149257476.2,114751685.5,92190182.23,3685766653,8.2938E+13,6421018445,17.81357401,32504.65987,4390516674,6907.265604,62088.0786,161452941.4,108.2880818,53140.78345,13350.89657,110929.2058,3837.700617,35895736.06,12933.46213,1285947.571,6119.47616,17113938.85,712848451.4,1029835.636,469362.2233,917293.6388,2818.097598,93613075,8558314.673,3695638261,67679.28467,0.208519775,81871836.95,21441.09933,16158164491,1.37425E+11,872.3101952,353603.1753,857741.8438,99480937.91,1804366.005,82771.97573,212176.8771,754605.1795,9382.920286,104434671,4736866.536,6.26E-07,19.89215755,13166761.02,758005.6446,1262.549965,3415.188837,63518.15015,1959628.666,769.1375068,2392.795685,686956792.2,2.059541581,6072159.651,91345157.37,75977250.79,309552210.6,22991764296,171.2870766,24008.43266,64057.10133,918848.5121,31834.86535,32334.65574,201679.4643,941.8195826,797153.2897,30314.2662,345051.1179,2.31E-06,117947.653,0.350177702,737410087.5,1903542.62,27008934.53,4730879.336,764388220.7,5913554.411,30.48100784,301692050,26878687.79,40571.04052,331576.0663,112459.9415,696.4968799,66689.95239,599655.8249,41170.59418,51867.89256,2072.051725,62865.34026,2165788.47,35044538.38,14852.09793,102638.2787,1358131.727,806.2697478,12635.84742,4870.583947,47054.17401,0.002592143,0.015032822,4144.02045,39453.09004,521699.6935,50819.0678,32033.54756,50468.72461,231343.6001,49108125.04,79654.95655,123694.4589,929192.6983,0.008120832,36161.96109,2.77E+28,839990860.7,4380.679903,28595.57352,11613206.02,129797.023,972408.7451,6370545.647,1601575.07,168980516.5,21169.26407,72249.35599,802135.5778,909418.2051,980373823,87407.98341,85886.0188,3357478.386,1752.049174,320172.1097,7588.881256,0.189594913,50866445.64,58916639.83,1807654876,260695279.2,22286562.24,88393084.11,1315540.302,2395.613289,3175138.686,2055559.786,207206.3902,29916.06598,33777.82024,1318048.167,60164.98408,802814.6855,1728.520252,5045882085,393988080.6,1069.93077,494864404.4,204734418,1153268.442,1128669.559,9846182392,154937.3006,760958.0836,33310.85425,337523.222,2677.980294,185.563504,5720797332,4803697043,0.834820584,37576253.09,53627219.65,1190739304,87409548.05,6863.437718,82883.67794,861268.523,354429.7562,67684.39049,97297.99223,27026682.42,260415574.7,1134936061,46073209.84,6973698.622,825.8113696,221463887.5,495234788.8,928657468.7,689.8783975,67390.50794,91199.25539,15769.92461,178289864.4,23600137.43,2082470412,76211.15207,129657616.2,74950638867,488143.242,3906713.009,6003.010104,50558.40262,16192978.2,10933153199,8508.864408,66834843.35,1561642.857,6641660670,899491.2101,1.4483E+12,397574.9951,1696891.721,9282611.526,4241203.596,1061717.748,26650.46145,20168.63311,788.2296569,9049.286987,3954754.41,637791.5222,3034216549,71503.41173,8380.406091,0.00085007,46239.46913,4352.125103,27944725.14,34332797.9,26762.44407,359614456.1
