,AATA,IPPS,IPPSm,DHQTi,ADCS,ABTA,PGL,ACACT1r,ACOAHim,ACOTAim,AMPDA,ADSL2r,ADSL1r,AGTi,ALCD2x,ALCD2irm,ALCD25xi,ALCD25xim,ALCD25yi,ALDD2y,ALDD2xm,ALDD2ym,ALCD26xi,ALCD26xim,ANPRT,ANS,ASPTA,ASPTAm,CHORM,ACN_b_m,CSm,ACN_a_m,ACONTa,ENO,FBA,FUMm,FUM,G6PDA,G6PDH2r,PGI,GLUDC,GLUDxi,GLUDy,GLUSx,GLUN,GF6PTA,GCC2cm,GUAPRT,HSTPT,GLYOX,IG3PS,IGPDH,IMPD,IGPS,INDPYRD,ICDHxm,ICDHyr,ICL,ILETA,ILETAm,ALATA_Lm,ASNN,LALDO3,SERD_L,LCADi,LGTHL,LEUTA,MDHm,MDH,MALS,ME1m,ME2m,NADH2_u6cm,NADH2_u6m,ORNTA,AKGDbm,AKGDam,PHETA1,PPYRDC,PGMT,GND,PGCD,PGM,PPM,PRAIi,GLUPRT,PSERT,PPNDH,PPND2,PYRDC,PDHm,RPI,RPE,FBA3,SHK3Dr,SUCD2_u6m,SSALy,TALA,TKT1,TKT2,TPI,TRPS1,TRPTA,TYRTA,VALTA,VALTAim,HOMSYN2,ALDD2x,PHETRA,araphe3,TYRTRA,ICDHym,ACONTb,SUCOAACTm,URIH,2OXOADPTm,ACtr,AKGCITtm,NH4t,ASPGLU2m,CITtam,CITtbm,CITtcm,D_LACt2,D_LACtm,D_LACt2m,GLCt1,GLYt2r,FE2t,ALAt2r,ASNt2r,ASPt2r,CYSt2r,GLUt7m,GLUt2r,GLNt2r,PHEt2r,SERt2r,TRPt2r,TYRt2r,ORNt3m,OAAt2m,PYRt2,SUCFUMtm,SO4ti,PYRt2m,AKGMALtm,2DDA7Ptm,3C3HMPtm,2OBUTtm,AKGt,2PHETOHt,2PHETOHtm,3MOPtm,ACALDtm,ACALDt,AKGMAL,HCO3E,CITt,CO2tm,CO2t,E4Ptm,GAM6Pt,DHPTtm,ETOHt,ETOHtm,FRDPtm,FUMtr,GLYtm,GCALDt,GLXt,Ht,Htr,Htg,Htv,ID3ACALDtm,ID3ACALDt,ALAtmi,ILEtmi,MALt,NADPtru,NADPHtru,O2ter,O2tm,O2t,OAAt,PACALDt,PACALDtm,PPItm,SUCCt,IND3ETHt,IND3ETHtm,VALt5m,Htm,Htrm,COAtrm,O2trm,NADHtrm,NADtrm,PPItrm,CTPtrm,AMPtrm,SER__Ltrm,Htce,Htgm,CO2tgm,OAADC,ALATA_L,GLYOX3,ACONTm,FRD2m,2PGt6,3PGt6,G1Pt,CBPt,PSER_Lt6,G6Pt,PEPt6,6PGCt6,PYRTRAINPROSYM,CMPt6,Clt,D_LACDcm,D_LACDm,L_LACD2cm,DDPAm,DHQS,DDPA,PSCVT,PRFGS,ACCOAC,ACS,ACSm,ADK1,ADK1m,ADSS,ASNS1,ASPCT,ATPS3m,ATPS,CBPS,CHORS,CTPS2,CTPS1,DHFS,UBICRED,FBP,GLNS,GAPD,GMPS2,GK1,HEMEOSm,HEX1,HISTP,PPA,PPAm,NADK,NADS2,NADKIN,NDP1,NDP3,NDPK1,NTP3,PPCK,PFK,PFK_3,PGK,PRASCSi,PRPPS,PSP_L,PUNP3,PC,PYK,RBK,SHKK,SUCOASm,NTD9,SBP,ATPM_g,ATPM_v,ATPtm,MALtm,PIt2r,PIt2m,Kt2r,NAt3_1,SUCCtm,H2Ot,GSNK,MGSA,PYNP2r,THZPSN2_SC,H2Oter,H2Otm,H2Otrm,PItrm,ATPtrm,H2Otce,ATPM,GNK,r_4235,6PHOPHO,CA2t3ec,CU2TRA,MNt2,r2073_1,MGt2ec,PaAroZ,KpAroY,CaCatA,ccm2tp,pca2tp,FERCOXOXI,LMPD_s_0450_c_1_256
"2,46",0.30862189,0.001391351,9.23E-14,0.00550382,1.01E-08,0.953250287,0.296840357,0.868833949,7.58E-10,0.154681602,3.31E-07,0.281998803,0.726929254,0.331962519,0.054537161,0.664837366,1.61E-07,0.000370814,1.18E-11,0.016987542,1.04E-06,0.007699088,0.717873945,0.086786489,3.79E-13,3.15E-33,8.55634577,0.380236947,4.43E-11,0.317155794,1.02E-08,0.99706035,0.112454506,0.82973552,0.42227742,0.001745384,0.671354778,9.15E-06,0.424682204,0.00313437,6.86E-10,0.142251134,3.38E-05,3.29E-11,5.60E-10,0.000146006,0.477479132,0.857709588,0.853661531,3.50E-07,1.07E-21,0.003956149,0.083269642,2.40E-06,4.57E-07,1.69E-05,0.252029533,0.000197572,9001534.673,129293.3044,121.3293707,1.51E-08,3.60E-11,5.34E-10,0.000323932,0.009344549,728932169.7,0.080874234,0.067968976,0.003824806,1.53E-07,0.001376404,0,0,0.782185743,0.047052958,0.028398026,0.046275646,7.44E-09,0.499376351,0.089189278,0.239062752,0.541589986,0.784831786,0.270576165,1.90E-15,0.817318042,3.79E-21,1.69E-08,9.56E-10,5.49E-07,0.721650018,0.458522569,0.364985296,0.025562155,1.52641033e-316,0.048089808,0.22919578,0.298564036,0.013132411,0.978281067,0.000624733,0.728803723,0.03339048,0.222452401,537573756.5,0.0066144,2.55E-06,266.9602009,0.271831535,0.517031168,0.405720372,0.485951525,0.090121633,0.08277913,0.9990005,0.936653948,5.364649231,0.9990005,0.840793229,0.306218472,3.244722694,0.715108537,6.438583973,0.856633907,0.989864784,0.9990005,1.610205826,2.10E-08,1.930134655,1.612861205,2.105318635,2.526499561,0.457309214,2.5892628,2.945511664,3.072594562,2.70770968,3.164759205,3.19710782,0.788833311,0.541584455,1.662852716,0.446034609,0.9990005,0.177612428,0.596526603,7.639055065,7.112267969,0.9990005,3.379934407,3.625944986,0.993216573,6.913717946,5.264960862,2.999387047,3.286817693,0.875166718,5.199536828,1.503178104,0.974920131,0.9990005,2.794164955,7.340201811,0.919117641,2.666242314,0.9990005,5.076830868,0.242154538,2.804769545,0.657685863,0.041063035,2.788107764,2.733530524,2.79936623,0.490328754,0.9990005,0.831572149,0.417102733,2.691300277,8.054770705,0.9990005,0.293676459,0.303474689,0.306575753,0.411593996,0.9990005,0.286557711,0.9990005,2.539599788,0.9990005,2.607715279,2.32870167,0.026420357,2.407092188,1.432092657,0.9990005,0.9990005,1.600829405,1.334546826,0.998773262,0.9990005,0.9990005,2.13145708,0.9990005,2.745348747,7.43E-08,0.069394894,11823459997,0.767384595,4.78465E+12,2.11266346,3.059407186,3.779358798,4.902407716,2.67176231,2.501901593,2.707242824,4.980764698,2.526147093,3.034107997,0.51849337,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.998899174,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.058233627,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,254.8097339,0.9990005,25.23701848,0.9990005,0.9990005,21.13780713,0.9990005,3.602476231,27.22183193,39.84917865,367.4895298,11.07053376,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005
"3,46",0.199585701,0.000711077,2.30E-14,0.00426225,3.43E-09,0.955314325,0.281696916,0.856954821,2.69E-10,0.131803959,1.69E-07,0.242638184,0.71826905,0.221892977,0.055530078,0.694570945,1.84E-07,0.000350977,1.28E-11,0.01539011,1.12E-06,0.007947363,0.640879191,0.08192025,3.04E-13,1.48E-33,8.205934065,0.354682741,3.10E-11,0.304062036,5.24E-09,0.996977717,0.114136363,0.771215468,0.418094519,0.002032066,0.549617967,5.82E-06,0.50162574,0.002730617,1.03E-09,0.145985207,3.24E-05,1.30E-11,2.31E-10,9.45E-05,0.438972665,0.847340886,0.852989875,1.22E-07,5.95E-22,0.0032856,0.093610519,2.72E-06,4.77E-07,1.75E-05,0.251152819,0.000148443,9590984.974,134615.3108,116.5322814,7.01E-09,2.55E-11,5.30E-10,0.000341926,0.009518516,566492710.1,0.06121074,0.047131797,0.001838291,2.61E-07,0.002339373,0,0,0.776921977,0.069004928,0.047089069,0.047892985,6.49E-09,0.477165749,0.082234882,0.275159679,0.549087182,0.814895132,0.247456245,7.02E-16,0.804504376,5.02E-21,2.00E-08,8.57E-10,1.87E-06,0.686255621,0.501898727,0.374355069,0.022469545,2.9001495e-316,0.025363636,0.275769886,0.308293584,0.013090413,0.990469424,0.000495285,0.725907232,0.041380785,0.199312385,470480302,0.003897558,2.28E-06,304.2306193,0.291332047,0.479195352,0.381709881,0.42270582,0.111933744,0.07992485,0.9990005,0.938613814,5.55899647,0.9990005,0.856737983,0.300084868,3.413450915,0.666589493,5.877642311,0.834438253,0.976909736,0.9990005,1.587714588,1.93E-08,1.945560846,1.673431154,2.079902599,2.496523495,0.477567136,2.639011908,2.921383762,3.073070667,2.776980635,3.167451553,3.222929617,0.777553174,0.563117769,1.717414087,0.455576121,0.9990005,0.190959327,0.607324717,7.505016308,6.982640749,0.9990005,3.686297622,3.600895077,0.993648473,7.135100212,5.118467112,2.959442577,3.260368106,0.85603557,5.58673556,1.458638615,0.977499814,0.9990005,2.749230169,7.212449038,0.919321497,2.623409414,0.9990005,5.054934607,0.245067402,2.788244931,0.691416823,0.041063035,2.771484643,2.7151267,2.780390991,0.519925158,0.9990005,0.855276258,0.409221976,2.618488956,7.666551489,0.9990005,0.309711511,0.321362285,0.329208926,0.423163512,0.9990005,0.30877263,0.9990005,2.470800514,0.9990005,2.606896744,2.225555568,0.026420357,2.417754481,1.545916379,0.9990005,0.9990005,1.620628771,1.385802629,0.996915846,0.9990005,0.9990005,2.196065779,0.9990005,2.746837322,1.56E-07,0.067787955,34449460710,0.76389842,1.08653E+13,2.182935272,3.15988077,3.833051886,5.025519014,2.758250784,2.648194847,2.79232909,4.926920461,2.647694301,3.179977893,0.566867156,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.998873899,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.043819209,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,271.0442666,0.9990005,27.11716735,0.9990005,0.9990005,17.60411476,0.9990005,3.182050098,31.65692443,46.4222654,427.0924123,12.26217694,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005
"4,46",0.220471561,0.001037458,1.44E-13,0.006149053,4.10E-09,0.954520692,0.128911103,0.856633293,3.13E-10,0.088222312,1.77E-07,0.208272771,0.733904611,0.249409224,0.058207371,0.675114812,2.12E-07,0.000394538,1.50E-11,0.019999076,4.21E-07,0.003343553,0.751822916,0.084230167,3.50E-13,9.34E-34,8.338493412,0.310076252,5.65E-11,0.315351651,1.29E-08,0.996965149,0.113920824,0.889871336,0.371507452,0.002200614,0.573619895,7.94E-06,0.444693897,0.001934769,1.85E-09,0.139632396,3.43E-05,1.53E-11,2.47E-10,7.33E-05,0.433933741,0.851264119,0.852810807,2.39E-07,3.72E-22,0.002398491,0.077109616,3.77E-06,6.73E-07,1.85E-05,0.288920313,0.000251701,6375980.684,102879.3745,161.1785022,9.09E-09,3.52E-11,3.41E-10,0.000251951,0.008133302,444355177.5,0.080841235,0.049317242,0.003102657,2.27E-07,0.002196623,0,0,0.792851505,0.067515288,0.057645204,0.058514293,1.24E-08,0.494530574,0.176163754,0.263681477,0.560715808,0.729044023,0.237681213,4.57E-16,0.79896975,5.25E-21,1.80E-08,2.65E-09,1.37E-06,0.587392352,0.425426645,0.297187015,0.018379478,1.32000813e-316,0.041086606,0.233365546,0.186454614,0.009501183,0.84393587,0.000263795,0.728592445,0.040368451,0.240946478,251556013.4,0.010357524,2.68E-06,272.8506217,0.244750073,0.620712358,0.382116383,0.444952468,0.090352944,0.062642044,0.9990005,0.954864513,5.597611624,0.9990005,0.80243954,0.2995707,2.95893647,0.622681786,5.901152094,0.887984322,0.93398367,0.9990005,1.482923485,1.05E-08,1.760222675,1.524342418,1.904266144,2.432986249,0.446351087,2.576649522,2.908244318,2.99586886,2.534271472,3.052074334,3.096362551,0.773626748,0.552117103,1.539821809,0.433983595,0.9990005,0.175907345,0.557156542,7.860037442,6.880341181,0.9990005,3.734506375,3.460739713,0.993627146,7.056993733,5.106146014,2.927128344,3.177695495,0.932404711,5.204576439,1.3909961,0.954291964,0.9990005,2.736823696,7.551656295,0.918952355,2.608046806,0.9990005,5.062551418,0.22453976,2.695961887,0.655446875,0.041063035,2.673262306,2.623356393,2.686639408,0.487547406,0.9990005,0.804072559,0.402812289,2.532899743,8.012179528,0.9990005,0.301894558,0.313052213,0.319187672,0.427208941,0.9990005,0.298666667,0.9990005,2.608847824,0.9990005,2.640542446,2.434969824,0.026420357,2.43165674,1.453143911,0.9990005,0.9990005,1.629154701,1.299574028,0.996373537,0.9990005,0.9990005,2.215070235,0.9990005,2.856734145,1.43E-07,0.083420894,20631312439,0.739720441,4.24075E+12,2.197718714,3.192272958,4.176956027,5.038113855,2.755338967,2.644988816,2.813172567,4.745265053,2.679932185,3.266878984,0.552899453,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.998000583,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.050295892,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,1852.888814,0.9990005,117.0109818,0.9990005,0.9990005,91.90548693,0.9990005,8.86475528,88.72126178,79.21595195,815.2162822,26.87754996,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005
"4,66",0.220471561,0.001037458,1.44E-13,0.006149053,4.10E-09,0.954520692,0.128911103,0.856633293,3.13E-10,0.088222312,1.77E-07,0.208272771,0.733904611,0.249409224,0.058207371,0.675114812,2.12E-07,0.000394538,1.50E-11,0.019999076,4.21E-07,0.003343553,0.751822916,0.084230167,3.50E-13,9.34E-34,8.338493412,0.310076252,5.65E-11,0.315351651,1.29E-08,0.996965149,0.113920824,0.889871336,0.371507452,0.002200614,0.573619895,7.94E-06,0.444693897,0.001934769,1.85E-09,0.139632396,3.43E-05,1.53E-11,2.47E-10,7.33E-05,0.433933741,0.851264119,0.852810807,2.39E-07,3.72E-22,0.002398491,0.077109616,3.77E-06,6.73E-07,1.85E-05,0.288920313,0.000251701,6375980.684,102879.3745,161.1785022,9.09E-09,3.52E-11,3.41E-10,0.000251951,0.008133302,444355177.5,0.080841235,0.049317242,0.003102657,2.27E-07,0.002196623,0,0,0.792851505,0.067515288,0.057645204,0.058514293,1.24E-08,0.494530574,0.176163754,0.263681477,0.560715808,0.729044023,0.237681213,4.57E-16,0.79896975,5.25E-21,1.80E-08,2.65E-09,1.37E-06,0.587392352,0.425426645,0.297187015,0.018379478,1.32000813e-316,0.041086606,0.233365546,0.186454614,0.009501183,0.84393587,0.000263795,0.728592445,0.040368451,0.240946478,251556013.4,0.010357524,2.68E-06,272.8506217,0.244750073,0.620712358,0.382116383,0.444952468,0.090352944,0.062642044,0.9990005,0.954864513,5.597611624,0.9990005,0.80243954,0.2995707,2.95893647,0.622681786,5.901152094,0.887984322,0.93398367,0.9990005,1.482923485,1.05E-08,1.760222675,1.524342418,1.904266144,2.432986249,0.446351087,2.576649522,2.908244318,2.99586886,2.534271472,3.052074334,3.096362551,0.773626748,0.552117103,1.539821809,0.433983595,0.9990005,0.175907345,0.557156542,7.860037442,6.880341181,0.9990005,3.734506375,3.460739713,0.993627146,7.056993733,5.106146014,2.927128344,3.177695495,0.932404711,5.204576439,1.3909961,0.954291964,0.9990005,2.736823696,7.551656295,0.918952355,2.608046806,0.9990005,5.062551418,0.22453976,2.695961887,0.655446875,0.041063035,2.673262306,2.623356393,2.686639408,0.487547406,0.9990005,0.804072559,0.402812289,2.532899743,8.012179528,0.9990005,0.301894558,0.313052213,0.319187672,0.427208941,0.9990005,0.298666667,0.9990005,2.608847824,0.9990005,2.640542446,2.434969824,0.026420357,2.43165674,1.453143911,0.9990005,0.9990005,1.629154701,1.299574028,0.996373537,0.9990005,0.9990005,2.215070235,0.9990005,2.856734145,1.43E-07,0.083420894,20631312439,0.739720441,4.24075E+12,2.197718714,3.192272958,4.176956027,5.038113855,2.755338967,2.644988816,2.813172567,4.745265053,2.679932185,3.266878984,0.552899453,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.998000583,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.050295892,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,1852.888814,0.9990005,117.0109818,0.9990005,0.9990005,91.90548693,0.9990005,8.86475528,88.72126178,79.21595195,815.2162822,26.87754996,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005
"4,68",0.220471561,0.001037458,1.44E-13,0.006149053,4.10E-09,0.954520692,0.128911103,0.856633293,3.13E-10,0.088222312,1.77E-07,0.208272771,0.733904611,0.249409224,0.058207371,0.675114812,2.12E-07,0.000394538,1.50E-11,0.019999076,4.21E-07,0.003343553,0.751822916,0.084230167,3.50E-13,9.34E-34,8.338493412,0.310076252,5.65E-11,0.315351651,1.29E-08,0.996965149,0.113920824,0.889871336,0.371507452,0.002200614,0.573619895,7.94E-06,0.444693897,0.001934769,1.85E-09,0.139632396,3.43E-05,1.53E-11,2.47E-10,7.33E-05,0.433933741,0.851264119,0.852810807,2.39E-07,3.72E-22,0.002398491,0.077109616,3.77E-06,6.73E-07,1.85E-05,0.288920313,0.000251701,6375980.684,102879.3745,161.1785022,9.09E-09,3.52E-11,3.41E-10,0.000251951,0.008133302,444355177.5,0.080841235,0.049317242,0.003102657,2.27E-07,0.002196623,0,0,0.792851505,0.067515288,0.057645204,0.058514293,1.24E-08,0.494530574,0.176163754,0.263681477,0.560715808,0.729044023,0.237681213,4.57E-16,0.79896975,5.25E-21,1.80E-08,2.65E-09,1.37E-06,0.587392352,0.425426645,0.297187015,0.018379478,1.32000813e-316,0.041086606,0.233365546,0.186454614,0.009501183,0.84393587,0.000263795,0.728592445,0.040368451,0.240946478,251556013.4,0.010357524,2.68E-06,272.8506217,0.244750073,0.620712358,0.382116383,0.444952468,0.090352944,0.062642044,0.9990005,0.954864513,5.597611624,0.9990005,0.80243954,0.2995707,2.95893647,0.622681786,5.901152094,0.887984322,0.93398367,0.9990005,1.482923485,1.05E-08,1.760222675,1.524342418,1.904266144,2.432986249,0.446351087,2.576649522,2.908244318,2.99586886,2.534271472,3.052074334,3.096362551,0.773626748,0.552117103,1.539821809,0.433983595,0.9990005,0.175907345,0.557156542,7.860037442,6.880341181,0.9990005,3.734506375,3.460739713,0.993627146,7.056993733,5.106146014,2.927128344,3.177695495,0.932404711,5.204576439,1.3909961,0.954291964,0.9990005,2.736823696,7.551656295,0.918952355,2.608046806,0.9990005,5.062551418,0.22453976,2.695961887,0.655446875,0.041063035,2.673262306,2.623356393,2.686639408,0.487547406,0.9990005,0.804072559,0.402812289,2.532899743,8.012179528,0.9990005,0.301894558,0.313052213,0.319187672,0.427208941,0.9990005,0.298666667,0.9990005,2.608847824,0.9990005,2.640542446,2.434969824,0.026420357,2.43165674,1.453143911,0.9990005,0.9990005,1.629154701,1.299574028,0.996373537,0.9990005,0.9990005,2.215070235,0.9990005,2.856734145,1.43E-07,0.083420894,20631312439,0.739720441,4.24075E+12,2.197718714,3.192272958,4.176956027,5.038113855,2.755338967,2.644988816,2.813172567,4.745265053,2.679932185,3.266878984,0.552899453,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.998000583,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.050295892,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,1852.888814,0.9990005,117.0109818,0.9990005,0.9990005,91.90548693,0.9990005,8.86475528,88.72126178,79.21595195,815.2162822,26.87754996,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005
"5,46",0.162993221,0.000848766,8.16E-14,0.004748831,1.86E-09,0.954660737,0.123003287,0.85669091,2.50E-10,0.063918224,1.10E-07,0.205050539,0.748645517,0.188243489,0.063416429,0.636850673,2.26E-07,0.000336776,1.51E-11,0.016449262,3.79E-07,0.003193241,0.573031157,0.077478077,3.34E-13,4.42E-34,7.183678423,0.376029006,3.84E-11,0.321981016,9.39E-09,0.997042883,0.120531032,0.849215784,0.374627588,0.001797754,0.498592659,7.07E-06,0.459709964,0.001975603,2.17E-09,0.166955257,3.03E-05,8.57E-12,1.51E-10,4.72E-05,0.398490563,0.835807988,0.959860228,2.23E-07,2.91E-22,0.001484098,0.067381815,3.50E-06,6.43E-07,1.73E-05,0.295571232,0.000217515,3951613.443,64218.72604,128.1630444,5.33E-09,4.19E-11,2.14E-10,0.000169271,0.005916232,214731083.8,0.077673757,0.048586564,0.001978435,2.60E-07,0.002572243,0,0,0.8000979,0.071960329,0.060785633,0.061083768,1.30E-08,0.456777659,0.180842508,0.284378394,0.549613833,0.753570845,0.288013778,2.61E-16,0.801189128,8.32E-21,2.30E-08,4.42E-09,2.86E-06,0.628900432,0.40067807,0.344548063,0.018091497,1.4896297e-316,0.029979118,0.266193201,0.202806362,0.011593859,0.834841901,0.000208844,0.746739059,0.048646556,0.240399685,199467357.6,0.007438163,2.23E-06,318.0407693,0.235698914,0.618363301,0.381689136,0.42149541,0.11237223,0.056817495,0.9990005,0.954987874,5.483699761,0.9990005,0.816346911,0.295147593,2.970927409,0.636977728,5.705585361,0.856679942,0.929451885,0.9990005,1.460945122,9.27E-09,1.757070527,1.536687692,1.911125373,2.39913703,0.463282399,2.572336668,2.894448037,2.985565309,2.573252714,3.066411303,3.085706897,0.772926623,0.570710518,1.560250298,0.444179163,0.9990005,0.186367001,0.586802058,7.85338972,6.871398797,0.9990005,3.695485295,3.336579755,0.993630942,7.158166674,4.770587309,2.822342241,3.05119434,0.893161499,5.209618127,1.348765531,0.938938583,0.9990005,2.610452424,7.545619008,0.919017937,2.49729216,0.9990005,4.836653906,0.21919166,2.581474006,0.670123043,0.041063035,2.559680935,2.511959649,2.5725171,0.476628073,0.9990005,0.769783845,0.404568877,2.417052167,7.605382216,0.9990005,0.30454664,0.315835029,0.322092844,0.435485284,0.9990005,0.301415908,0.9990005,2.520253304,0.9990005,2.529413999,2.296475812,0.026420357,2.366577226,1.445978433,0.9990005,0.9990005,1.591597126,1.32011248,0.996383477,0.9990005,0.9990005,2.202478361,0.9990005,2.973800835,1.66E-07,0.074234645,29968142868,0.736738741,6.50604E+12,2.179620665,3.165561538,4.251577617,5.182807413,2.727619591,2.738933026,2.748731094,4.664874521,2.618254159,3.201478294,0.56878826,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.997480262,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.051588753,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,908.9807674,0.9990005,121.7139163,0.9990005,0.9990005,101.5273113,0.9990005,9.470015368,94.67739135,84.58045538,881.1058762,27.18971392,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005,0.9990005
